case_id,vcd_pathway,case_id_full,narrative,integrated_tonnes_valid,integrated_tonnes_positive_only,n_valid_pixels,n_positive_pixels,footprint_area_km2,positive_min_kg,positive_max_kg,positive_median_kg,min_kg_all_valid,max_kg_all_valid,median_kg_all_valid,sum_kg_all_valid,sum_kg_positive_only,tif
case1_smoke,operational,case1_smoke_operational,Smoke / Eaton plume,3.5242974882125853,3.5242974882125853,9,9,93.2160470069289,2.7136945724487305,775.009033203125,423.6225891113281,2.7136945724487305,775.009033203125,423.6225891113281,3524.2974882125854,3524.2974882125854,C:\Users\aeaturu\Desktop\WORK April 2026\tempo-no2-enhancement-case-studies\casestudy1\massno2-eaton-clipped_operational.tif
case1_smoke,vcd_check,case1_smoke_vcd_check,Smoke / Eaton plume,3.593736826658249,3.593736826658249,9,9,93.2160470069289,3.542048215866089,719.84912109375,419.17156982421875,3.542048215866089,719.84912109375,419.17156982421875,3593.736826658249,3593.736826658249,C:\Users\aeaturu\Desktop\WORK April 2026\tempo-no2-enhancement-case-studies\casestudy1\massno2-eaton-clipped_vcd_check.tif
case1_smoke,vcd_adj,case1_smoke_vcd_adj,Smoke / Eaton plume,0.6610950043797493,0.6610950043797493,9,9,93.2160470069289,0.7674973607063293,137.12283325195312,79.0613021850586,0.7674973607063293,137.12283325195312,79.0613021850586,661.0950043797493,661.0950043797493,C:\Users\aeaturu\Desktop\WORK April 2026\tempo-no2-enhancement-case-studies\casestudy1\massno2-eaton-clipped_vcd_adj.tif
case2_plant,operational,case2_plant_operational,Power plant,-0.02213748264312744,0.042027124404907225,7,3,72.51098539993124,7.966726303100586,17.03019905090332,17.03019905090332,-28.715078353881836,17.03019905090332,0.0,-22.13748264312744,42.02712440490723,C:\Users\aeaturu\Desktop\WORK April 2026\tempo-no2-enhancement-case-studies\casestudy2\massno2-plant-operational.tif
case2_plant,vcd_check,case2_plant_vcd_check,Power plant,0.00152048397064209,0.07252540206909179,7,3,72.51098539993124,6.561870574951172,32.98176574707031,32.98176574707031,-28.59661865234375,32.98176574707031,0.0,1.5204839706420898,72.5254020690918,C:\Users\aeaturu\Desktop\WORK April 2026\tempo-no2-enhancement-case-studies\casestudy2\massno2-plant-vcd_check.tif
case2_plant,vcd_adj,case2_plant_vcd_adj,Power plant,-0.020383623898029328,0.018502914130687713,7,3,72.51098539993124,0.6096004843711853,14.63097858428955,3.2623350620269775,-17.037899017333984,14.63097858428955,0.0,-20.383623898029327,18.502914130687714,C:\Users\aeaturu\Desktop\WORK April 2026\tempo-no2-enhancement-case-studies\casestudy2\massno2-plant-vcd_adj.tif
case3_city,operational,case3_city_operational,Dense urban,-0.0373800573348999,0.03998533535003662,7,3,72.51111459046112,12.64417552947998,13.67057991027832,13.67057991027832,-27.58042335510254,13.67057991027832,0.0,-37.3800573348999,39.98533535003662,C:\Users\aeaturu\Desktop\WORK April 2026\tempo-no2-enhancement-case-studies\casestudy3\massno2-city-operational.tif
case3_city,vcd_check,case3_city_vcd_check,Dense urban,0.02802315902709961,0.08958506965637207,7,3,72.51111459046112,27.28843879699707,31.1483154296875,31.1483154296875,-42.602500915527344,31.1483154296875,0.0,28.02315902709961,89.58506965637207,C:\Users\aeaturu\Desktop\WORK April 2026\tempo-no2-enhancement-case-studies\casestudy3\massno2-city-vcd_check.tif
case3_city,vcd_adj,case3_city_vcd_adj,Dense urban,-0.04547880446910858,0.009796013951301575,7,3,72.51111459046112,1.5039633512496948,5.174144744873047,3.117905855178833,-21.445680618286133,5.174144744873047,0.0,-45.47880446910858,9.796013951301575,C:\Users\aeaturu\Desktop\WORK April 2026\tempo-no2-enhancement-case-studies\casestudy3\massno2-city-vcd_adj.tif
